time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-01-11T01:05:52.030Z,17.9391,-66.869,11,2.64,md,11,206,0.0374,0.07,pr,pr2020011042,2020-01-13T09:07:42.953Z,"4km SSE of Maria Antonia, Puerto Rico",earthquake,0.67,0.4,0.34,5,reviewed,pr,pr
2020-01-11T01:02:14.141Z,57.5564,-154.0469,25.9,1.4,ml,,,,0.65,ak,ak020i7ipk6,2020-01-23T01:11:51.183Z,"4km WNW of Larsen Bay, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-01-11T01:01:41.000Z,35.9351667,-117.3858333,1.26,1.03,ml,28,49,0.09419,0.18,ci,ci39032023,2020-01-13T17:05:38.247Z,"19km N of Searles Valley, CA",earthquake,0.26,0.48,0.107,13,reviewed,ci,ci
2020-01-11T00:59:38.620Z,35.7518333,-117.582,6.92,1.88,ml,31,63,0.065,0.17,ci,ci39032007,2020-01-11T01:10:31.690Z,"16km W of Searles Valley, CA",earthquake,0.23,0.64,0.134,25,automatic,ci,ci
2020-01-11T00:59:24.140Z,17.9416,-66.8061,10,2.97,md,10,204,0.0804,0.07,pr,pr2020011041,2020-01-13T22:09:41.040Z,"8km SSE of Indios, Puerto Rico",earthquake,0.62,0.54,0.35,8,reviewed,pr,pr
2020-01-11T00:58:37.310Z,19.8506667,-155.9206667,37.98,2.11,ml,22,158,0.1835,0.13,hv,hv71326117,2020-01-11T01:45:44.330Z,"13km SW of Waikoloa Village, Hawaii",earthquake,0.59,0.89,0.146,6,reviewed,hv,hv
2020-01-11T00:57:15.887Z,63.5316,-146.9784,6.7,1.4,ml,,,,0.6,ak,ak020i792hw,2020-01-23T01:10:42.976Z,"83km SW of Delta Junction, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-01-11T00:55:29.370Z,38.4811667,-112.8401667,0.18,-0.4,md,7,229,0.02787,0.08,uu,uu60356577,2020-01-13T20:45:48.340Z,"17km ENE of Milford, Utah",earthquake,0.79,31.61,0.465,2,reviewed,uu,uu
2020-01-11T00:50:47.680Z,32.9561667,-115.5638333,10.74,1.86,ml,32,48,0.05461,0.26,ci,ci39031999,2020-01-14T18:51:21.624Z,"4km SW of Brawley, CA",earthquake,0.3,0.55,0.13,35,reviewed,ci,ci
2020-01-11T00:48:23.260Z,35.6508333,-117.458,6.52,1.01,ml,19,83,0.05839,0.18,ci,ci39031991,2020-01-11T00:52:02.684Z,"14km SSW of Searles Valley, CA",earthquake,0.37,0.88,0.14,12,automatic,ci,ci
2020-01-11T00:47:26.490Z,35.866,-117.673,9.28,0.7,ml,18,90,0.07923,0.15,ci,ci39031983,2020-01-11T00:51:15.750Z,"22km ESE of Little Lake, CA",earthquake,0.31,0.77,0.126,8,automatic,ci,ci
2020-01-11T00:42:10.925Z,63.1509,-150.6889,6.1,1.1,ml,,,,0.56,ak,ak020i75ubu,2020-01-23T01:10:41.891Z,"91km WSW of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-01-11T00:40:04.590Z,38.8110008,-122.8118362,3.17,0.88,md,14,110,0.01327,0.02,nc,nc73326251,2020-01-11T00:41:43.351Z,"6km NW of The Geysers, CA",earthquake,0.37,0.59,0.07,5,automatic,nc,nc
2020-01-11T00:38:44.980Z,36.0906677,-117.9051666,4.3,0.96,ml,11,191,0.0488,0.09,ci,ci39031975,2020-01-11T00:42:18.633Z,"6km NE of Coso Junction, CA",earthquake,0.4,0.49,0.099,3,automatic,ci,ci
2020-01-11T00:29:43.070Z,35.9991667,-117.38,2.26,0.91,ml,12,175,0.1061,0.18,ci,ci39031967,2020-01-11T00:33:09.581Z,"26km N of Searles Valley, CA",earthquake,0.52,0.81,0.167,8,automatic,ci,ci
2020-01-11T00:27:51.310Z,17.9248,-66.8075,13,2.7,md,12,209,0.0876,0.1,pr,pr2020011040,2020-01-13T05:45:03.040Z,"12km SSE of Indios, Puerto Rico",earthquake,0.98,0.37,0.27,10,reviewed,pr,pr
2020-01-11T00:22:27.660Z,17.9393,-66.959,7,2.54,md,12,214,0.0875,0.11,pr,pr2020011038,2020-01-13T02:46:42.223Z,"12km SSW of Guanica, Puerto Rico",earthquake,0.71,0.28,0.25,6,reviewed,pr,pr
2020-01-11T00:15:41.652Z,64.9754,-147.3732,0,1,ml,,,,0.4,ak,ak020i704b7,2020-01-23T01:10:40.758Z,"20km NNE of Badger, Alaska",explosion,,0,,,reviewed,ak,ak
2020-01-11T00:15:10.650Z,17.9283,-66.8881,12,2.06,md,9,220,0.0476,0.06,pr,pr2020011036,2020-01-12T04:20:26.665Z,"5km SSE of Guanica, Puerto Rico",earthquake,0.8,0.51,0.32,8,reviewed,pr,pr
2020-01-11T00:14:26.540Z,36.1316667,-117.8558333,4.75,1.73,ml,24,54,0.01408,0.17,ci,ci39031959,2020-01-11T00:25:12.110Z,"13km NE of Coso Junction, CA",earthquake,0.32,0.61,0.204,25,automatic,ci,ci
2020-01-11T00:13:34.450Z,37.6208333,-118.8378333,4.01,1.02,md,20,123,0.009447,0.04,nc,nc73326236,2020-01-17T18:37:02.261Z,"13km E of Mammoth Lakes, CA",earthquake,0.29,0.33,0.2,20,reviewed,nc,nc
2020-01-11T00:10:51.957Z,63.0948,-150.3446,101.3,1.5,ml,,,,0.36,ak,ak020i6z2jo,2020-01-23T01:10:39.375Z,"77km WSW of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-01-11T00:10:48.890Z,33.5003333,-116.7796667,2.56,0.63,ml,20,49,0.02104,0.21,ci,ci39031951,2020-01-13T15:17:47.005Z,"10km NE of Aguanga, CA",earthquake,0.32,0.37,0.136,17,reviewed,ci,ci
2020-01-11T00:06:33.591Z,61.4376,-151.5586,90.6,2,ml,,,,0.36,ak,ak020i6y6au,2020-01-23T01:10:37.742Z,"84km N of Nikiski, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-01-11T00:01:38.820Z,17.8606,-66.8535,7,2.78,md,12,232,0.1173,0.17,pr,pr2020011035,2020-01-12T04:17:12.040Z,"20km SSE of Guanica, Puerto Rico",earthquake,0.9,0.44,0.49,11,reviewed,pr,pr
2020-01-10T23:56:25.503Z,37.4116,-116.9447,0,0.1,ml,9,214.9,0.437,0.1708,nn,nn00715180,2020-01-11T02:08:53.209Z,"41km SE of Goldfield, Nevada",earthquake,,0,1.05,3,reviewed,nn,nn
2020-01-10T23:45:16.839Z,36.36383333,-98.162,5.97,2.41,ml,50,60,0.03779258381,0.2,ok,ok2020asgo,2020-01-13T15:58:35.724Z,"22km SSE of Helena, Oklahoma",earthquake,,0.4,0.24,22,reviewed,ok,ok
2020-01-10T23:44:31.240Z,35.8231667,-117.659,6.3,0.72,ml,11,76,0.05052,0.08,ci,ci39031919,2020-01-13T15:18:04.000Z,"22km N of Ridgecrest, CA",earthquake,0.22,0.56,0.17,9,reviewed,ci,ci
2020-01-10T23:44:18.290Z,44.7596667,-112.6955,4.31,0.68,ml,4,197,0.129,0.07,mb,mb80378024,2020-01-11T21:19:56.170Z,"15km NNW of Lima, Montana",earthquake,1.17,5.68,0.044,2,reviewed,mb,mb
2020-01-10T23:44:00.800Z,35.824,-117.6591667,5.44,0.57,ml,9,111,0.05078,0.1,ci,ci39031911,2020-01-10T23:47:44.087Z,"23km N of Ridgecrest, CA",earthquake,0.29,0.86,0.123,6,automatic,ci,ci
2020-01-10T23:43:25.264Z,38.5706,-118.422,6.1,0.5,ml,5,177.07,0.097,0.0467,nn,nn00715175,2020-01-11T02:08:50.720Z,"18km ENE of Hawthorne, Nevada",earthquake,,9.2,0.18,2,reviewed,nn,nn
2020-01-10T23:35:44.250Z,17.9121,-66.8696,6,2.79,md,11,216,0.0637,0.06,pr,pr2020010105,2020-01-13T00:53:56.167Z,"7km SSE of Guanica, Puerto Rico",earthquake,0.64,0.31,0.22,3,reviewed,pr,pr
2020-01-10T23:30:52.490Z,34.082,-117.298,16.3,2.44,ml,115,12,0.0265,0.14,ci,ci39031903,2020-01-14T19:35:22.620Z,"2km ENE of Colton, CA",earthquake,0.1,0.21,0.164,148,reviewed,ci,ci
2020-01-10T23:30:38.332Z,63.0855,-150.8097,116.8,1.5,ml,,,,0.41,ak,ak020gx8ydv,2020-01-15T16:35:41.336Z,"92km NNW of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-01-10T23:22:02.840Z,18.0545,-66.8185,12,2.76,md,12,124,0.0999,0.29,pr,pr2020010103,2020-01-13T05:33:35.040Z,"5km WNW of Santo Domingo, Puerto Rico",earthquake,0.55,1.24,0.32,9,reviewed,pr,pr
2020-01-10T23:13:42.749Z,59.7695,-153.4214,127.3,2.9,ml,,,,0.59,ak,ak020gx5beq,2020-01-15T16:35:39.734Z,"79km E of Old Iliamna, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-01-10T23:11:32.850Z,17.918,-66.6325,5,2.97,md,12,205,0.1275,0.16,pr,pr2020010102,2020-01-13T05:24:01.040Z,"7km SSW of Ponce, Puerto Rico",earthquake,0.67,0.49,0.29,8,reviewed,pr,pr
2020-01-10T23:05:29.720Z,17.9295,-66.8371,14,2.61,md,11,220,0.0621,0.08,pr,pr2020010100,2020-01-13T00:52:36.269Z,"7km SSW of Indios, Puerto Rico",earthquake,0.89,0.57,0.41,4,reviewed,pr,pr
2020-01-10T22:59:12.280Z,17.937,-66.855,12,1.84,ml,12,206,0.0451,0.07,pr,pr2020010098,2020-01-13T00:48:21.624Z,"5km SE of Maria Antonia, Puerto Rico",earthquake,0.84,0.47,0,0,reviewed,pr,pr
2020-01-10T22:58:27.278Z,38.7283,-118.6365,1.3,0.5,ml,5,320.23,0.134,0.1227,nn,nn00715176,2020-01-11T02:08:51.899Z,"22km N of Hawthorne, Nevada",earthquake,,7.6,0.45,2,reviewed,nn,nn
2020-01-10T22:57:45.697Z,44.6726,-110.0049,10,2.6,ml,,108,0.083,0.34,us,us70006xzc,2020-01-10T23:51:36.019Z,"69km ENE of Old Faithful Geyser, Wyoming",earthquake,1,1.9,0.051,50,reviewed,us,us
2020-01-10T22:54:51.220Z,17.9495,-66.8153,8,3.04,md,12,198,0.0688,0.28,pr,pr2020010067,2020-01-11T03:30:34.987Z,"7km SSE of Indios, Puerto Rico",earthquake,0.94,1.07,0.45,7,reviewed,pr,pr
2020-01-10T22:54:47.110Z,35.91,-117.7441667,5.75,0.93,ml,15,52,0.07145,0.15,ci,ci39031863,2020-01-10T22:58:26.556Z,"15km ESE of Little Lake, CA",earthquake,0.3,1.06,0.204,13,automatic,ci,ci
2020-01-10T22:54:26.428Z,-29.8401,-178.8287,10,5.4,mb,,43,8.062,1.16,us,us70006xz6,2020-01-11T22:56:24.906Z,"110km SW of Raoul Island, New Zealand",earthquake,9.2,1.7,0.037,253,reviewed,us,us
2020-01-10T22:53:19.270Z,35.7823333,-117.593,6.28,0.62,ml,10,129,0.03354,0.13,ci,ci39031855,2020-01-10T22:56:53.703Z,"17km W of Searles Valley, CA",earthquake,0.38,0.62,0.188,8,automatic,ci,ci
2020-01-10T22:47:48.190Z,37.3823333,-121.7018333,5.01,0.72,md,12,92,0.05423,0.04,nc,nc73326221,2020-01-11T01:59:29.762Z,"11km E of Alum Rock, CA",earthquake,0.29,0.81,0.256,10,reviewed,nc,nc
2020-01-10T22:40:31.739Z,34.95116667,-97.69183333,10.2,2.3,ml,53,58,0.08458340185,0.29,ok,ok2020asek,2020-01-13T14:51:28.909Z,"15km NW of Lindsay, Oklahoma",earthquake,,1.2,0.23,18,reviewed,ok,ok
2020-01-10T22:34:30.160Z,17.9278,-66.8595,10,2.41,md,12,210,0.0512,0.14,pr,pr2020010101,2020-01-13T05:14:38.040Z,"6km SE of Maria Antonia, Puerto Rico",earthquake,0.74,0.59,0.37,7,reviewed,pr,pr
2020-01-10T22:28:07.640Z,38.7911667,-122.8031667,3.91,0.28,md,16,61,0.002838,0.02,nc,nc73326216,2020-01-11T02:15:05.008Z,"4km WNW of The Geysers, CA",earthquake,0.34,0.28,0.006,3,reviewed,nc,nc
2020-01-10T22:27:43.393Z,17.8714,-66.8779,10,3.9,ml,,230,0.103,0.55,us,us70006xyg,2020-01-11T10:18:37.715Z,"11km SSE of Guanica, Puerto Rico",earthquake,1.3,1.8,0.085,18,reviewed,us,us
2020-01-10T22:26:25.000Z,17.935,-66.883,9,5.2,ml,15,216,0.0403,0.15,pr,pr2020010060,2020-01-26T17:08:58.688Z,"4km SSW of Indios, Puerto Rico",earthquake,0.97,0.67,0.2,5,reviewed,pr,pr
2020-01-10T22:22:22.793Z,61.4259,-150.0904,38.4,2.1,ml,,,,0.54,ak,ak020gwlroh,2020-01-15T16:35:38.539Z,"12km SW of Big Lake, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-10T22:22:03.710Z,17.9521,-66.9335,8,2.47,md,12,203,0.059,0.16,pr,pr2020010099,2020-01-13T00:46:06.452Z,"3km SW of Guanica, Puerto Rico",earthquake,0.62,0.76,0.28,4,reviewed,pr,pr
2020-01-10T22:16:10.050Z,36.0811653,-117.9113312,3.97,1.1,ml,14,173,0.05841,0.12,ci,ci39031831,2020-01-10T22:19:43.748Z,"5km NE of Coso Junction, CA",earthquake,0.46,0.82,0.061,3,automatic,ci,ci
2020-01-10T22:10:33.260Z,36.0821667,-117.9088333,4.47,1.83,ml,23,67,0.05621,0.11,ci,ci39031799,2020-01-10T22:14:27.713Z,"5km NE of Coso Junction, CA",earthquake,0.18,0.34,0.226,25,automatic,ci,ci
2020-01-10T22:07:15.166Z,38.9922,-118.6966,2.5,0.9,ml,6,155.16,0.389,0.0612,nn,nn00715157,2020-01-11T02:08:49.503Z,"40km E of Yerington, Nevada",earthquake,,14.4,0.03,2,reviewed,nn,nn
2020-01-10T22:06:02.390Z,17.9295,-66.8408,9,1.8,ml,6,219,0.0596,0.08,pr,pr2020010104,2020-01-13T00:49:11.739Z,"7km SSW of Indios, Puerto Rico",earthquake,1.04,0.72,0,0,reviewed,pr,pr
2020-01-10T21:48:11.430Z,40.3606667,-122.1308333,14.1,1.7,md,13,74,0.152,0.07,nc,nc73326206,2020-01-11T03:13:02.748Z,"17km SE of Anderson, CA",earthquake,0.33,0.94,0.171,16,reviewed,nc,nc
2020-01-10T21:46:41.310Z,38.8245,-122.808,1.55,1.06,md,37,36,0.00196,0.03,nc,nc73326201,2020-01-17T17:42:03.043Z,"7km NW of The Geysers, CA",earthquake,0.14,0.19,0.093,5,reviewed,nc,nc
2020-01-10T21:44:25.790Z,17.9501,-66.879,8,3.34,md,12,202,0.025,0.28,pr,pr2020010059,2020-01-11T03:01:33.624Z,"7km SSE of Guanica, Puerto Rico",earthquake,1.02,0.8,0.41,7,reviewed,pr,pr
2020-01-10T21:41:51.560Z,36.0843333,-117.9145,3.83,1.1,ml,15,191,0.0586,0.13,ci,ci39031783,2020-01-13T15:19:04.974Z,"5km NE of Coso Junction, CA",earthquake,0.34,0.55,0.054,7,reviewed,ci,ci
2020-01-10T21:41:36.310Z,36.0586667,-117.859,2.54,1.05,ml,14,135,0.05684,0.11,ci,ci39031775,2020-01-13T15:19:21.628Z,"8km E of Coso Junction, CA",earthquake,0.25,0.25,0.195,17,reviewed,ci,ci
2020-01-10T21:41:33.090Z,38.7910004,-122.7328339,1.61,0.71,md,7,95,0.008327,0.01,nc,nc73326196,2020-01-10T23:12:03.419Z,"2km NE of The Geysers, CA",earthquake,0.37,0.67,,1,automatic,nc,nc
2020-01-10T21:41:14.183Z,61.7061,-149.4521,35.8,1.3,ml,,,,0.54,ak,ak020gw4e38,2020-01-15T16:35:37.461Z,"8km N of Tanaina, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-01-10T21:31:06.270Z,44.6393333,-112.5236667,1.69,0.91,md,6,109,0.103,0.14,mb,mb80378019,2020-01-11T21:12:11.410Z,"5km E of Lima, Montana",earthquake,0.5,1.14,0.104,3,reviewed,mb,mb
2020-01-10T21:27:57.570Z,35.7808333,-117.5651667,6.04,0.53,ml,12,140,0.04364,0.16,ci,ci39031759,2020-01-10T21:31:41.408Z,"15km W of Searles Valley, CA",earthquake,0.44,0.72,0.189,7,automatic,ci,ci
2020-01-10T21:27:18.500Z,38.7329,-118.752,12.6,1.4,ml,7,165.49,0.208,0.092,nn,nn00715155,2020-01-11T02:08:48.198Z,"25km NNW of Hawthorne, Nevada",earthquake,,4.4,0.27,3,reviewed,nn,nn
2020-01-10T21:24:13.983Z,65.2004,-162.8437,6.3,2,ml,,,,0.38,ak,ak020gw0r0t,2020-01-15T16:35:36.434Z,"144km NE of Nome, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-10T21:20:56.543Z,63.2819,-151.3766,5.8,1.3,ml,,,,0.51,ak,ak020gvzzb6,2020-01-15T16:35:35.209Z,"122km W of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-10T21:15:55.223Z,63.2117,-149.0532,81.2,1.3,ml,,,,0.57,ak,ak020gvywny,2020-01-15T16:35:33.986Z,"20km SSW of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-10T21:13:36.920Z,35.8765,-117.7091667,8.25,1.24,ml,23,52,0.08152,0.17,ci,ci39031727,2020-01-10T21:17:18.329Z,"19km ESE of Little Lake, CA",earthquake,0.25,0.76,0.178,18,automatic,ci,ci
2020-01-10T21:11:40.424Z,63.5411,-151.0049,8.3,1,ml,,,,0.42,ak,ak020gvy0mo,2020-01-15T16:35:32.965Z,"103km W of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-10T21:09:58.399Z,54.7696,-159.3962,27.72,3,ml,,198,0.127,0.71,us,us700070ay,2020-01-17T05:28:57.040Z,"10km E of Chernabura Island, Alaska",earthquake,5.3,8.4,0.06,36,reviewed,us,us
2020-01-10T21:01:43.501Z,62.7187,-148.6308,63.6,3.5,ml,,,,0.68,ak,ak020gvvvqo,2020-01-15T21:47:43.747Z,"72km SSE of Cantwell, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-01-10T21:00:46.885Z,54.203,-163.1333,22.78,2.7,ml,,209,0.675,0.52,us,us70006xxb,2020-01-15T16:35:28.801Z,"74km SSE of False Pass, Alaska",earthquake,5.5,15.6,0.148,6,reviewed,us,us
2020-01-10T21:00:14.780Z,35.6206667,-117.4131667,6.49,1.13,ml,20,85,0.05253,0.2,ci,ci39031711,2020-01-10T21:03:57.262Z,"16km S of Trona, CA",earthquake,0.39,0.72,0.229,16,automatic,ci,ci
2020-01-10T20:59:43.816Z,-53.1817,23.2193,10,5.4,mww,,21,19.591,0.72,us,us70006xv9,2020-01-11T21:01:20.723Z,"South of Africa",earthquake,4.8,1.7,0.069,20,reviewed,us,us
2020-01-10T20:58:37.670Z,35.8608333,-117.6803333,6.72,0.75,ml,14,83,0.08095,0.1,ci,ci39031703,2020-01-13T15:20:08.084Z,"22km ESE of Little Lake, CA",earthquake,0.22,0.57,0.075,9,reviewed,ci,ci
2020-01-10T20:52:28.135Z,59.7205,-153.0422,96.4,1.6,ml,,,,0.33,ak,ak020gvlcvh,2020-01-15T16:35:27.612Z,"68km W of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-01-10T20:48:04.957Z,-30.807,-71.5105,42.6,4.4,mwr,,139,0.17,0.9,us,us70006xuj,2020-01-11T18:22:02.087Z,"37km SW of Ovalle, Chile",earthquake,3,5.1,0.047,44,reviewed,us,us
2020-01-10T20:47:03.890Z,38.8188333,-122.8178333,2.46,-0.56,md,17,55,0.007582,0.02,nc,nc73326186,2020-01-17T16:36:58.383Z,"7km NW of The Geysers, CA",earthquake,0.2,0.4,,1,reviewed,nc,nc
2020-01-10T20:41:53.140Z,17.8828,-66.9133,7,2.05,md,7,243,0.0984,0.15,pr,pr2020010092,2020-01-12T06:55:42.254Z,"9km S of Guanica, Puerto Rico",earthquake,1.02,0.46,0.31,4,reviewed,pr,pr
2020-01-10T20:41:27.360Z,17.9293,-66.9535,10,1.5,md,4,238,0.0873,0.05,pr,pr2020010093,2020-01-12T06:56:24.478Z,"6km SW of Guanica, Puerto Rico",earthquake,0.6,0.67,0.12,3,reviewed,pr,pr
2020-01-10T20:28:36.860Z,46.9776667,-114.1676667,12.12,1.15,ml,9,202,0.215,0.07,mb,mb80377954,2020-01-11T15:01:37.080Z,"6km SE of Frenchtown, Montana",earthquake,0.6,1.39,0.61,2,reviewed,mb,mb
2020-01-10T20:27:45.840Z,17.9001,-66.8083,14,2.49,md,10,229,0.1032,0.12,pr,pr2020010091,2020-01-12T06:55:07.478Z,"10km S of Indios, Puerto Rico",earthquake,0.77,0.64,0.12,5,reviewed,pr,pr
2020-01-10T20:26:37.691Z,62.2778,-149.1882,15.5,1,ml,,,,0.49,ak,ak020gvfrk2,2020-01-15T16:35:26.617Z,"36km ENE of Y, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-01-10T20:22:48.560Z,17.9926,-66.8511,13,1.41,ml,6,223,0.0331,0.13,pr,pr2020010090,2020-01-12T06:54:33.790Z,"3km SE of Palomas, Puerto Rico",earthquake,1.77,1.16,0,0,reviewed,pr,pr
2020-01-10T20:14:58.990Z,38.8118324,-122.82267,2.36,0.57,md,12,67,0.005883,0.01,nc,nc73326176,2020-01-10T20:59:03.594Z,"7km NW of The Geysers, CA",earthquake,0.29,0.9,,1,automatic,nc,nc
2020-01-10T20:13:57.910Z,18.0126,-66.8323,14,2.3,ml,12,149,0.06,0.21,pr,pr2020010089,2020-01-15T14:35:29.040Z,"4km S of Indios, Puerto Rico",earthquake,0.6,0.92,0,0,reviewed,pr,pr
2020-01-10T20:11:40.671Z,60.0786,-152.3857,94.1,1.6,ml,,,,0.39,ak,ak020gvcl15,2020-01-15T16:35:25.452Z,"45km NW of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-01-10T20:10:15.075Z,37.4164,-115.6625,9.8,0.9,ml,10,121.69,0.238,0.1537,nn,nn00715138,2020-01-11T02:08:39.832Z,"44km W of Alamo, Nevada",earthquake,,22.8,0.39,6,reviewed,nn,nn
2020-01-10T20:09:24.830Z,46.9771667,-114.168,11.92,0.57,ml,9,202,0.215,0.06,mb,mb80378044,2020-01-11T21:42:00.190Z,"6km SE of Frenchtown, Montana",earthquake,0.54,1.23,,0,reviewed,mb,mb
2020-01-10T20:06:41.093Z,-16.5949,167.4597,14.7,5.4,mww,,25,1.167,0.84,us,us70006xrf,2020-01-11T20:08:40.631Z,"53km S of Lakatoro, Vanuatu",earthquake,6.8,3.1,0.057,30,reviewed,us,us
2020-01-10T20:05:02.810Z,44.6756667,-109.9981667,14.01,2.07,md,16,116,0.07814,0.26,uu,uu60356527,2020-01-10T20:58:39.210Z,"70km ENE of Old Faithful Geyser, Wyoming",earthquake,0.78,1.14,0.367,8,reviewed,uu,uu
2020-01-10T20:03:19.488Z,62.2717,-151.1664,86.5,2.6,ml,,,,0.45,ak,ak020gvatmy,2020-01-15T16:35:23.970Z,"54km W of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-10T19:57:40.160Z,60.0485,-153.0635,3.13,-0.16,ml,4,148,0.00883,0.15,av,av70863734,2020-01-10T23:11:33.540Z,"51km SSW of Redoubt Volcano, Alaska",earthquake,0.94,1.26,0.169,4,reviewed,av,av
2020-01-10T19:57:19.240Z,35.6051674,-117.3925018,4.79,1.08,ml,13,160,0.05978,0.13,ci,ci39031679,2020-01-10T20:01:03.881Z,"18km S of Trona, CA",earthquake,0.92,0.92,0.205,8,automatic,ci,ci
2020-01-10T19:56:10.465Z,37.2578,-115.8766,9.3,0.1,ml,8,300.94,0.155,0.1525,nn,nn00715148,2020-01-11T02:08:46.396Z,"64km W of Alamo, Nevada",earthquake,,13.1,0.38,4,reviewed,nn,nn
2020-01-10T19:52:58.775Z,37.4419,-115.5203,11.5,1,ml,11,110.53,0.374,0.1197,nn,nn00715135,2020-01-11T02:08:38.275Z,"32km WNW of Alamo, Nevada",earthquake,,8.5,0.26,7,reviewed,nn,nn
2020-01-10T19:48:21.610Z,17.8463,-66.8555,5,2.37,md,11,254,0.131,0.15,pr,pr2020010088,2020-01-11T23:12:32.669Z,"14km SSE of Guanica, Puerto Rico",earthquake,0.56,0.46,0.09,2,reviewed,pr,pr
2020-01-10T19:44:27.830Z,35.6241667,-117.4348333,5.43,1.14,ml,26,82,0.0437,0.21,ci,ci39031663,2020-01-13T15:20:39.619Z,"16km S of Searles Valley, CA",earthquake,0.33,0.81,0.106,14,reviewed,ci,ci
2020-01-10T19:35:43.110Z,37.325,-122.105,-0.33,1.32,md,7,144,0.01338,0.05,nc,nc73326171,2020-01-17T21:57:37.684Z,"3km S of Loyola, CA",quarry blast,0.63,31.61,0.228,7,reviewed,nc,nc
2020-01-10T19:31:12.050Z,38.7911667,-122.726,1.96,1.17,md,13,96,0.007527,0.03,nc,nc73326166,2020-01-11T03:02:02.692Z,"3km ENE of The Geysers, CA",earthquake,0.27,0.42,,1,reviewed,nc,nc
2020-01-10T19:30:18.360Z,35.9106667,-117.6796667,2.81,0.83,ml,18,66,0.04411,0.1,ci,ci39031647,2020-01-10T19:33:51.580Z,"21km E of Little Lake, CA",earthquake,0.21,0.32,0.116,11,automatic,ci,ci
2020-01-10T19:25:43.640Z,17.8358,-66.8751,4,2.38,md,9,257,0.1394,0.18,pr,pr2020010087,2020-01-11T23:35:30.915Z,"15km SSE of Guanica, Puerto Rico",earthquake,0.76,0.76,0.42,7,reviewed,pr,pr
2020-01-10T19:21:55.640Z,35.4866667,-118.2958333,2.72,0.81,ml,16,112,0.1363,0.13,ci,ci39031631,2020-01-10T20:49:10.592Z,"21km ESE of Bodfish, CA",earthquake,0.24,0.86,0.168,9,reviewed,ci,ci
2020-01-10T19:21:54.900Z,35.1023333,-118.1686667,2.3,0.29,ml,5,185,0.1344,0.11,ci,ci37432477,2020-01-10T20:57:38.650Z,"6km N of Mojave, CA",earthquake,0.45,0.59,0.219,5,reviewed,ci,ci
2020-01-10T19:20:20.860Z,18.0095,-66.8271,12,1.75,md,7,225,0.0624,0.1,pr,pr2020010096,2020-01-12T15:44:21.482Z,"1km NNW of Indios, Puerto Rico",earthquake,1.3,0.94,0.37,2,reviewed,pr,pr
2020-01-10T19:15:58.480Z,33.5013333,-116.7731667,2.33,0.28,ml,17,89,0.02524,0.11,ci,ci39031615,2020-01-10T20:44:23.559Z,"11km NE of Aguanga, CA",earthquake,0.17,0.17,0.048,6,reviewed,ci,ci
2020-01-10T19:15:23.680Z,17.959,-66.8211,12,2.75,md,12,197,0.0603,0.51,pr,pr2020010052,2020-01-11T17:38:38.040Z,"3km ESE of Indios, Puerto Rico",earthquake,2.24,1.37,0.06,3,reviewed,pr,pr
2020-01-10T19:10:36.050Z,35.9008333,-117.7378333,9.75,0.72,ml,11,66,0.08093,0.08,ci,ci39031591,2020-01-10T19:14:23.808Z,"16km ESE of Little Lake, CA",earthquake,0.21,0.67,0.176,7,automatic,ci,ci
2020-01-10T19:10:25.570Z,19.2043343,-155.4035034,34.03,1.89,md,36,192,0.03348,0.11,hv,hv71325847,2020-01-10T19:13:34.900Z,"8km E of Pahala, Hawaii",earthquake,0.56,0.78,0.15,5,automatic,hv,hv
2020-01-10T19:03:48.810Z,17.9858,-66.8403,9,3.15,md,12,174,0.0403,0.26,pr,pr2020010048,2020-01-11T17:31:57.040Z,"2km SSW of Indios, Puerto Rico",earthquake,0.83,0.86,0.26,6,reviewed,pr,pr
